doi,topics,test_id,test_name,N,test_p_value,factor,effectsize_id,effectsize_measure,effectsize_value,CI_upper,CI_lower,CI_type,N_found,test_p_value_found,effectsize_measure_found,effectsize_value_found,CI_upper_found,CI_lower_found,CI_type_found
10.1145/3313831.3376570,empirical studies in hci;human-centered computing;human and societal aspects of security and privacy;security and privacy;usability in security and privacy,15,Mixed-Effect Linear Regression,902,0.33,,1.0,b,0.20,0.50,-0.11,95% CI,True,True,True,True,True,True,False
10.1145/3313831.3376570,empirical studies in hci;human-centered computing;human and societal aspects of security and privacy;security and privacy;usability in security and privacy,15,Mixed-Effect Linear Regression,902,0.33,Privacydomain (Privacy),1.0,b,0.20,0.50,-0.11,95% CI,True,True,True,True,True,True,False
10.1145/3313831.3376570,empirical studies in hci;human-centered computing;human and societal aspects of security and privacy;security and privacy;usability in security and privacy,16,Mixed-Effect Linear Regression,902,<0.01,,1.0,b,0.62,0.94,0.31,95% CI,True,True,True,True,True,True,False
10.1145/3313831.3376570,empirical studies in hci;human-centered computing;human and societal aspects of security and privacy;security and privacy;usability in security and privacy,16,Mixed-Effect Linear Regression,902,<0.01,Privacydomain (Security),1.0,b,0.62,0.94,0.31,95% CI,True,True,True,True,True,True,False
10.1145/3313831.3376570,empirical studies in hci;human-centered computing;human and societal aspects of security and privacy;security and privacy;usability in security and privacy,17,Mixed-Effect Linear Regression,902,<0.01,,1.0,b,0.53,0.85,0.21,95% CI,True,True,True,True,True,True,False
10.1145/3313831.3376570,empirical studies in hci;human-centered computing;human and societal aspects of security and privacy;security and privacy;usability in security and privacy,17,Mixed-Effect Linear Regression,902,<0.01,Practicenature (Automatic),1.0,b,0.53,0.85,0.21,95% CI,True,True,True,True,True,True,False
10.1145/3313831.3376570,empirical studies in hci;human-centered computing;human and societal aspects of security and privacy;security and privacy;usability in security and privacy,18,Mixed-Effect Linear Regression,902,<0.001,,1.0,b,0.64,0.90,0.37,95% CI,True,True,True,True,True,True,False
10.1145/3313831.3376570,empirical studies in hci;human-centered computing;human and societal aspects of security and privacy;security and privacy;usability in security and privacy,18,Mixed-Effect Linear Regression,902,<0.001,Practicenature (Manual),1.0,b,0.64,0.90,0.37,95% CI,True,True,True,True,True,True,False
10.1145/3313831.3376544,information systems;mathematics of computing;computing methodologies;user studies;human-centered computing,1,Two-way balanced ANOVA,12,< 0.000001,,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376544,information systems;mathematics of computing;computing methodologies;user studies;human-centered computing,1,Two-way balanced ANOVA,12,< 0.000001,editing strategy,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376544,information systems;mathematics of computing;computing methodologies;user studies;human-centered computing,1,Two-way balanced ANOVA,12,UNKNOWN,video type,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376544,information systems;mathematics of computing;computing methodologies;user studies;human-centered computing,1,Two-way balanced ANOVA,12,< 0.005,interaction effect (AE scores),1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376544,information systems;mathematics of computing;computing methodologies;user studies;human-centered computing,2,Post-hoc independent t-test (NE scores),12,< 0.05,,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376544,information systems;mathematics of computing;computing methodologies;user studies;human-centered computing,2,Post-hoc independent t-test (NE scores),12,< 0.05,GAZED vs. Speech,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376544,information systems;mathematics of computing;computing methodologies;user studies;human-centered computing,2,Post-hoc independent t-test (NE scores),12,< 0.05,GAZED vs. GG,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376544,information systems;mathematics of computing;computing methodologies;user studies;human-centered computing,2,Post-hoc independent t-test (NE scores),12,< 0.000005,GAZED vs. Wide,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376544,information systems;mathematics of computing;computing methodologies;user studies;human-centered computing,2,Post-hoc independent t-test (NE scores),12,< 0.000001,GAZED vs. Random,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376544,information systems;mathematics of computing;computing methodologies;user studies;human-centered computing,2,Post-hoc independent t-test (NE scores),12,< 0.000005,Random vs. Speech,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376544,information systems;mathematics of computing;computing methodologies;user studies;human-centered computing,2,Post-hoc independent t-test (NE scores),12,< 0.00001,Random vs. GG,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376544,information systems;mathematics of computing;computing methodologies;user studies;human-centered computing,2,Post-hoc independent t-test (NE scores),12,< 0.001,Random vs. Wide,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376544,information systems;mathematics of computing;computing methodologies;user studies;human-centered computing,2,Post-hoc independent t-test (NE scores),12,< 0.05,Speech vs. Wide,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376544,information systems;mathematics of computing;computing methodologies;user studies;human-centered computing,3,Post-hoc independent t-test (SA scores),12,< 0.005,,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376544,information systems;mathematics of computing;computing methodologies;user studies;human-centered computing,3,Post-hoc independent t-test (SA scores),12,< 0.005,GAZED vs. Speech-based,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376544,information systems;mathematics of computing;computing methodologies;user studies;human-centered computing,3,Post-hoc independent t-test (SA scores),12,< 0.00001,GAZED vs. Wide,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376544,information systems;mathematics of computing;computing methodologies;user studies;human-centered computing,3,Post-hoc independent t-test (SA scores),12,< 0.000001,GAZED vs. Random,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376544,information systems;mathematics of computing;computing methodologies;user studies;human-centered computing,3,Post-hoc independent t-test (SA scores),12,< 0.05,GG vs. Speech,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376544,information systems;mathematics of computing;computing methodologies;user studies;human-centered computing,3,Post-hoc independent t-test (SA scores),12,< 0.005,GG vs. Wide,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376544,information systems;mathematics of computing;computing methodologies;user studies;human-centered computing,4,Post-hoc independent t-test (AE scores),12,< 0.0005,,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376544,information systems;mathematics of computing;computing methodologies;user studies;human-centered computing,4,Post-hoc independent t-test (AE scores),12,< 0.0005,GG vs. Wide,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376544,information systems;mathematics of computing;computing methodologies;user studies;human-centered computing,4,Post-hoc independent t-test (AE scores),12,< 0.0005,GG vs. Random,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376544,information systems;mathematics of computing;computing methodologies;user studies;human-centered computing,4,Post-hoc independent t-test (AE scores),12,< 0.0005,Sp vs. Wide,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376544,information systems;mathematics of computing;computing methodologies;user studies;human-centered computing,4,Post-hoc independent t-test (AE scores),12,< 0.0005,Sp vs. Random,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376544,information systems;mathematics of computing;computing methodologies;user studies;human-centered computing,4,Post-hoc independent t-test (AE scores),12,< 0.0005,GAZED vs. Wide,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376544,information systems;mathematics of computing;computing methodologies;user studies;human-centered computing,4,Post-hoc independent t-test (AE scores),12,< 0.0005,GAZED vs. Random,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376544,information systems;mathematics of computing;computing methodologies;user studies;human-centered computing,4,Post-hoc independent t-test (AE scores),12,< 0.05,Wide vs. Random,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376544,information systems;mathematics of computing;computing methodologies;user studies;human-centered computing,5,Post-hoc independent t-test (VX scores),12,< 0.01,,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376544,information systems;mathematics of computing;computing methodologies;user studies;human-centered computing,5,Post-hoc independent t-test (VX scores),12,< 0.01,GAZED vs. Sp,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376544,information systems;mathematics of computing;computing methodologies;user studies;human-centered computing,5,Post-hoc independent t-test (VX scores),12,< 0.005,GAZED vs. GG,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376544,information systems;mathematics of computing;computing methodologies;user studies;human-centered computing,5,Post-hoc independent t-test (VX scores),12,< 0.05,GAZED vs. Wide,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376544,information systems;mathematics of computing;computing methodologies;user studies;human-centered computing,5,Post-hoc independent t-test (VX scores),12,< 0.000001,GAZED vs. Ran,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376544,information systems;mathematics of computing;computing methodologies;user studies;human-centered computing,5,Post-hoc independent t-test (VX scores),12,0.0752,Wide vs. GG,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376544,information systems;mathematics of computing;computing methodologies;user studies;human-centered computing,5,Post-hoc independent t-test (VX scores),12,< 0.00001,Wide vs. Ran,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376544,information systems;mathematics of computing;computing methodologies;user studies;human-centered computing,5,Post-hoc independent t-test (VX scores),12,UNKNOWN,Wide vs. Sp,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376544,information systems;mathematics of computing;computing methodologies;user studies;human-centered computing,5,Post-hoc independent t-test (VX scores),12,< 0.05,Sp vs. Ran,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376544,information systems;mathematics of computing;computing methodologies;user studies;human-centered computing,5,Post-hoc independent t-test (VX scores),12,< 0.05,GG vs. Ran,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376626,virtual reality;human-centered computing,1,Two-way repeated-measures (RM) ANOVA,20,< .001,,1.0,η²,.056,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376626,virtual reality;human-centered computing,1,Two-way repeated-measures (RM) ANOVA,20,< .001,direction modality,1.0,η²,.056,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376626,virtual reality;human-centered computing,1,Two-way repeated-measures (RM) ANOVA,20,< .001,distance modality,1.0,η²,.228,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376626,virtual reality;human-centered computing,2,One-way repeated measures ANOVA,20,< .001,,1.0,η²,.318,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376626,virtual reality;human-centered computing,3,Two-way repeated-measures (RM) ANOVA,20,< .001,,1.0,η²,.217,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376626,virtual reality;human-centered computing,3,Two-way repeated-measures (RM) ANOVA,20,< .001,distance modality,1.0,η²,.217,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376626,virtual reality;human-centered computing,4,One-way repeated measures ANOVA,20,< .001,,1.0,η²,.387,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376626,virtual reality;human-centered computing,5,Two-way repeated-measures (RM) ANOVA,20,< .05,,1.0,η²,.016,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376626,virtual reality;human-centered computing,5,Two-way repeated-measures (RM) ANOVA,20,< .05,distance modality,1.0,η²,.016,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376626,virtual reality;human-centered computing,6,Two-way repeated-measures (RM) ANOVA,20,< .01,,1.0,η²,.034,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376626,virtual reality;human-centered computing,6,Two-way repeated-measures (RM) ANOVA,20,< .01,direction modality,1.0,η²,.034,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376626,virtual reality;human-centered computing,6,Two-way repeated-measures (RM) ANOVA,20,< .001,distance modality,1.0,η²,.083,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
